trial,s_trending,s_volatile,s_crash,sharpe,sortino,cagr,max_dd,cum_ret
267,0.31715317112997876,1.3350291856765433,0.2969152740142238,0.6262,0.8971,9.12,-28.0,72.82
268,0.12602634174662652,0.2155779921833012,0.34654771346485075,0.7053,1.0143,10.98,-27.94,92.2
269,0.17294393644207806,0.760939052373065,0.49588723796435535,0.656,0.9406,9.35,-25.66,75.09
270,0.004007604733339498,0.024869702846335384,0.49654229096525326,0.7489,1.0804,11.79,-26.25,101.1
271,0.5846388341341655,0.1903649632777697,0.4486510998770468,0.73,1.0602,10.65,-24.94,88.57
272,0.8803803001276922,0.8043006196670628,0.3108960149303783,0.6257,0.9015,8.72,-26.45,68.93
273,0.27318719150087634,0.07577954455800773,0.2972838044454322,0.7157,1.033,11.23,-28.14,94.94
274,0.294755193202763,0.9954315699905278,0.4181225884213006,0.6471,0.9287,9.23,-26.36,73.91
275,0.018160543914364058,0.893570662028591,0.11564026984342612,0.5918,0.8418,9.19,-31.5,73.54
276,0.8738884979038014,0.3804967598427427,0.30538506661770914,0.6753,0.9767,9.79,-26.53,79.63
277,0.5535408400896115,0.5942497500888734,0.33881038179989703,0.6552,0.9437,9.37,-26.62,75.39
278,0.7257696347154339,0.8504066929790802,0.37921111859237705,0.6366,0.9183,8.75,-25.54,69.24
279,0.9834170759929376,0.6289085818512077,0.25729152594276544,0.6312,0.9091,9.0,-27.22,71.69
280,0.012469877941213237,1.1940428344655676,0.2601150335229969,0.6139,0.875,9.31,-29.54,74.79
281,0.4079614303605652,0.1411079446340937,0.44482821083769863,0.736,1.0667,11.0,-25.59,92.35
282,0.39500724004055643,1.0238723973138306,0.07468707818407538,0.5881,0.84,8.86,-30.85,70.25
283,0.9615496295410325,0.26766264273274637,0.09977099644974519,0.6503,0.9373,9.95,-29.46,81.3
284,0.8589828605577138,1.3688741162128968,0.1060737037616507,0.5893,0.8453,8.58,-29.37,67.55
285,0.4698008881748279,1.1002423568442448,0.4391828669054008,0.6533,0.9407,9.1,-25.46,72.62
286,0.3790526950373052,0.7755292302741439,0.37085820525986746,0.6392,0.918,9.11,-26.75,72.74
287,0.7311359766527954,1.1744401950391272,0.2849669093207632,0.6226,0.8964,8.75,-26.89,69.17
288,0.10461509680477521,1.35595993631706,0.4327862696605141,0.6446,0.9222,9.38,-26.8,75.45
289,0.798097435818333,0.14979371574109424,0.1021986835407146,0.6649,0.9599,10.31,-29.46,84.96
290,0.7436003651076519,0.03471014187291965,0.4896123168536398,0.7535,1.1005,10.96,-23.87,91.9
291,0.3771446803556807,1.0789688005362355,0.44378554424402167,0.6532,0.9391,9.18,-25.71,73.43
292,0.39462988815008226,0.47869873289949905,0.30437056444912336,0.6665,0.9585,9.87,-27.64,80.46
293,0.5809893737480507,0.6137099664371957,0.3008873779338542,0.6448,0.9281,9.26,-27.08,74.21
294,0.9353813695664948,0.7014603849398947,0.09837109037531566,0.5925,0.8498,8.67,-29.48,68.44
295,0.3772059828830039,0.5911604738896779,0.06555434651310993,0.6069,0.8675,9.3,-31.04,74.69
296,0.1628715005545549,1.0268431100905158,0.16973887710445135,0.6028,0.8599,9.13,-30.29,72.98
297,0.9548983918558076,0.36539511803791114,0.04946225255241116,0.6285,0.9036,9.61,-30.16,77.79
298,0.7535045630002579,1.3215540778768051,0.13905667843574393,0.5952,0.8544,8.61,-28.89,67.81
299,0.20208810164547797,0.27864920230663076,0.26100615068325617,0.6844,0.9833,10.66,-28.89,88.7
