trial,s_trending,s_volatile,s_crash,sharpe,sortino,cagr,max_dd,cum_ret
236,0.4383862585841929,0.7143859628800885,0.4973508744675124,0.6678,0.9623,9.25,-24.72,74.1
237,0.6745974769790241,1.221957664676824,0.45127698460961596,0.6552,0.9464,8.92,-24.65,70.87
238,0.7875898362293392,0.2777690174303514,0.2810853668687861,0.6822,0.9874,10.05,-26.92,82.31
239,0.10189415731454488,0.9793831898459976,0.4776747140939055,0.6519,0.9333,9.41,-26.17,75.79
240,0.5127320643001113,0.6494587393016508,0.01792137570908159,0.5895,0.8428,8.96,-31.27,71.27
241,0.9597745223292203,0.15450402619523818,0.020539546652423468,0.6495,0.9358,10.22,-30.57,84.06
242,0.24606661150493847,0.09829565087757364,0.22755892120588117,0.7008,1.0094,11.14,-29.21,93.94
243,0.5160878012571124,0.4688549235428759,0.02548024128744303,0.6167,0.8833,9.54,-31.15,77.02
244,0.1116003682492267,0.5767565669848922,0.030264225413268064,0.6018,0.8571,9.53,-32.36,77.0
245,0.6981897256099134,0.31053081228721796,0.15103578439181925,0.6557,0.9453,9.93,-28.89,81.01
246,0.3941257771780975,0.6249144496037218,0.0008303538374002661,0.5911,0.8438,9.12,-31.87,72.87
247,0.11207037099869754,1.294146845611317,0.000616531255954067,0.5755,0.8183,9.02,-32.76,71.82
248,0.5081673558128751,0.7342530097608122,0.1665470805053189,0.6049,0.8667,8.88,-29.21,70.44
249,0.43132702014644964,1.1708717062898764,0.4206018531074782,0.6496,0.9344,9.12,-25.85,72.82
250,0.26034854341525004,0.48373566145159475,0.12124142651416636,0.632,0.9041,9.81,-30.64,79.83
251,0.47986340055106513,1.0248875364882193,0.11412643773171027,0.5943,0.8503,8.82,-30.04,69.88
252,0.33073574205486667,1.3955769263837257,0.024284644923479037,0.58,0.8271,8.86,-31.75,70.32
253,0.4607696052395662,1.0673370623951668,0.07522700577873703,0.5878,0.8402,8.8,-30.64,69.69
254,0.047374020005481854,0.20730805745779612,0.45941159676534143,0.7223,1.0393,11.14,-26.62,93.95
255,0.009259781821123414,0.28248296221702773,0.015641756450822275,0.639,0.9116,10.57,-32.89,87.78
256,0.11062946756220327,0.9302239299424444,0.12081945436954289,0.5943,0.8465,9.13,-31.13,72.94
257,0.5692120504306768,0.8852930741491892,0.4247176665448895,0.6506,0.9379,9.0,-25.33,71.61
258,0.004741392911873921,1.2800541890135502,0.309559543213487,0.6215,0.8862,9.36,-28.88,75.23
259,0.1627434861049576,1.159406082202926,0.42774577089529286,0.6455,0.9245,9.33,-26.67,74.99
260,0.2542634837541573,1.3781905213540213,0.2272287151493289,0.6135,0.8771,9.11,-29.19,72.76
261,0.6034244543333215,1.4769743004264655,0.18076803931959967,0.6046,0.8674,8.77,-28.73,69.35
262,0.8131593458201128,0.47759867674268947,0.3996067611207455,0.6812,0.9862,9.58,-25.21,77.44
263,0.6007339188626425,0.32453354283810215,0.2070130468946182,0.6666,0.9611,10.04,-28.37,82.19
264,0.3176356343635617,0.11716258962054582,0.014917385049848741,0.6615,0.9495,10.82,-31.92,90.42
265,0.3464786554071809,0.02855122172622987,0.08274387879088752,0.6829,0.9831,11.11,-30.9,93.63
266,0.7251833208508688,1.062136853525382,0.36929019322869133,0.6389,0.9217,8.82,-25.69,69.87
