trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
212,1.1753056286674841,0.8559098355740378,0.38686034137581315,0.6535,9.74,-28.45,79.13,0
213,1.3654565480556629,0.8873177621718118,0.40043579605331603,0.6388,10.52,-31.49,87.18,0
214,0.5489637098232792,0.2814421805295583,0.3109488866876229,0.6234,4.79,-13.29,34.06,0
215,1.3581253046248232,0.005400149927590947,0.2573146710581749,0.4574,6.19,-26.08,45.74,0
216,1.1772873993643973,0.03552874695433585,0.20067777877669396,0.4622,5.56,-22.9,40.43,0
217,1.395634881383697,0.8059353706270305,0.11882918168029866,0.5891,9.18,-32.31,73.44,0
218,1.3527811296319125,0.41763770809141715,0.4266723355720297,0.5712,8.61,-26.1,67.88,0
219,0.7989436511189055,0.7083843010597788,0.19847003387391704,0.663,7.11,-21.94,53.84,0
220,0.774825050755067,1.063869074606243,0.09379684096974567,0.6684,7.99,-26.34,61.9,0
221,0.5848115912357631,0.4103123262547924,0.3588195738207838,0.6521,5.65,-14.78,41.12,0
222,1.3074316059762818,1.1984920440801177,0.14818102850558246,0.6425,10.57,-35.12,87.78,0
223,0.9079419511312822,0.16418553363555155,0.2874359648115168,0.5361,5.56,-16.84,40.39,0
224,1.4975800372629173,0.8410572121447902,0.2976064202066859,0.6107,10.33,-33.33,85.2,0
225,0.892369092921794,1.0983585123426658,0.24845829806517472,0.6882,9.19,-27.73,73.49,0
226,0.6343669133130615,0.43845415583896014,0.03358333442388345,0.6,4.71,-16.87,33.43,0
227,0.7019790376887816,0.021202537199894643,0.2266399582500817,0.4898,3.95,-13.49,27.47,0
228,1.1345402649517973,0.4119509548546893,0.21019088575263856,0.5653,7.11,-23.67,53.81,0
229,1.4592092728445758,0.9023557458898985,0.2704283184724756,0.6183,10.36,-33.55,85.55,0
230,0.7845408751118252,1.0763961585275943,0.11754855844032974,0.6736,8.17,-26.52,63.63,0
231,0.8253427305166771,1.0908777773075382,0.2647710276425362,0.6951,8.97,-26.58,71.35,0
232,1.2423179494179766,0.7088937529965194,0.3267196045047476,0.6221,9.14,-28.09,73.05,0
233,0.7993832915148256,0.2896464739519955,0.16124617358433263,0.5682,5.23,-17.08,37.64,0
234,0.6554415640834225,1.0491772383489688,0.14162346662505704,0.686,7.66,-24.15,58.85,0
235,1.0614893944143846,0.9503693101696489,0.3919120546878568,0.6751,9.75,-27.82,79.25,0
236,0.9383862585841929,0.5715087703040708,0.4973508744675124,0.6411,8.15,-21.2,63.43,0
237,1.1745974769790242,0.9775661317414592,0.45127698460961596,0.6695,10.46,-29.51,86.54,0
238,1.2875898362293392,0.2222152139442811,0.2810853668687861,0.5187,7.04,-24.0,53.19,0
239,0.6018941573145449,0.7835065518767981,0.4776747140939055,0.6942,7.66,-18.27,58.82,0
240,1.0127320643001112,0.5195669914413206,0.01792137570908159,0.5572,6.37,-23.97,47.27,0
241,1.4597745223292202,0.12360322095619053,0.020539546652423468,0.4367,6.06,-28.69,44.6,0
242,0.7460666115049385,0.07863652070205891,0.22755892120588117,0.5117,4.37,-14.17,30.76,0
243,1.0160878012571124,0.3750839388343007,0.02548024128744303,0.5258,5.81,-22.33,42.46,0
244,0.6116003682492267,0.4614052535879137,0.030264225413268064,0.6083,4.7,-16.8,33.36,0
245,1.1981897256099134,0.24842464982977436,0.15103578439181925,0.5091,6.37,-23.32,47.32,0
246,0.8941257771780975,0.4999315596829774,0.0008303538374002661,0.5614,5.8,-21.98,42.4,0
247,0.6120703709986975,1.0353174764890536,0.000616531255954067,0.6475,6.84,-24.03,51.43,0
248,1.008167355812875,0.5874024078086497,0.1665470805053189,0.6083,7.25,-23.93,55.06,0
249,0.9313270201464496,0.9366973650319012,0.4206018531074782,0.6875,9.34,-25.59,75.06,0
250,0.76034854341525,0.3869885291612758,0.12124142651416636,0.593,5.34,-17.83,38.53,0
251,0.9798634005510651,0.8199100291905755,0.11412643773171027,0.6349,7.88,-26.44,60.87,0
252,0.8307357420548667,1.1164615411069805,0.024284644923479037,0.6483,8.1,-28.11,62.99,0
253,0.9607696052395662,0.8538696499161333,0.07522700577873703,0.6317,7.78,-26.74,59.99,0
254,0.5473740200054819,0.1658464459662369,0.45941159676534143,0.5642,4.8,-16.85,34.14,0
255,0.5092597818211234,0.2259863697736222,0.015641756450822275,0.5458,3.24,-12.18,22.16,0
256,0.6106294675622033,0.7441791439539555,0.12081945436954289,0.6771,6.21,-19.81,45.91,0
257,1.0692120504306768,0.7082344593193514,0.4247176665448895,0.6483,8.92,-24.99,70.91,0
258,0.5047413929118739,1.02404335121084,0.309559543213487,0.7091,7.6,-20.66,58.26,0
259,0.6627434861049576,0.9275248657623407,0.42774577089529286,0.7055,8.3,-21.31,64.88,0
260,0.7542634837541573,1.102552417083217,0.2272287151493289,0.6956,8.59,-25.85,67.69,0
