trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
213,1.3654565480556629,0.8873177621718118,0.40043579605331603,0.8461,14.4,-22.57,132.46,0
214,0.5489637098232792,0.2814421805295583,0.3109488866876229,0.7449,5.66,-14.25,41.25,0
215,1.3581253046248232,0.005400149927590947,0.2573146710581749,0.739,10.53,-18.37,87.35,0
216,1.1772873993643973,0.03552874695433585,0.20067777877669396,0.7518,9.36,-15.37,75.22,0
217,1.395634881383697,0.8059353706270305,0.11882918168029866,0.8752,14.3,-21.05,131.11,0
218,1.3527811296319125,0.41763770809141715,0.4266723355720297,0.7972,12.33,-23.23,107.33,0
219,0.7989436511189055,0.7083843010597788,0.19847003387391704,0.8581,9.38,-16.59,75.48,0
220,0.774825050755067,1.063869074606243,0.09379684096974567,0.8378,10.53,-22.96,87.36,0
221,0.5848115912357631,0.4103123262547924,0.3588195738207838,0.7489,6.48,-15.98,48.23,0
222,1.3074316059762818,1.1984920440801177,0.14818102850558246,0.8733,15.18,-26.82,142.51,0
223,0.9079419511312822,0.16418553363555155,0.2874359648115168,0.7661,7.93,-16.05,61.4,0
224,1.4975800372629173,0.8410572121447902,0.2976064202066859,0.8607,15.21,-22.08,142.9,0
225,0.892369092921794,1.0983585123426658,0.24845829806517472,0.8355,11.62,-23.64,99.22,0
226,0.6343669133130615,0.43845415583896014,0.03358333442388345,0.8804,6.94,-11.21,52.32,0
227,0.7019790376887816,0.021202537199894643,0.2266399582500817,0.7176,5.72,-12.7,41.75,0
228,1.1345402649517973,0.4119509548546893,0.21019088575263856,0.8388,10.72,-15.35,89.4,0
229,1.4592092728445758,0.9023557458898985,0.2704283184724756,0.8665,15.17,-22.87,142.49,0
230,0.7845408751118252,1.0763961585275943,0.11754855844032974,0.8365,10.66,-23.21,88.76,0
231,0.8253427305166771,1.0908777773075382,0.2647710276425362,0.8228,11.06,-23.49,93.08,0
232,1.2423179494179766,0.7088937529965194,0.3267196045047476,0.8482,12.78,-19.59,112.56,0
233,0.7993832915148256,0.2896464739519955,0.16124617358433263,0.8356,7.64,-11.37,58.69,0
234,0.6554415640834225,1.0491772383489688,0.14162346662505704,0.8111,9.54,-22.67,77.05,0
235,1.0614893944143846,0.9503693101696489,0.3919120546878568,0.8322,12.36,-21.8,107.61,0
236,0.9383862585841929,0.5715087703040708,0.4973508744675124,0.7697,9.85,-22.5,80.25,0
237,1.1745974769790242,0.9775661317414592,0.45127698460961596,0.8282,13.31,-22.75,118.85,0
238,1.2875898362293392,0.2222152139442811,0.2810853668687861,0.7889,11.02,-18.57,92.6,0
239,0.6018941573145449,0.7835065518767981,0.4776747140939055,0.7176,8.07,-19.7,62.7,0
240,1.0127320643001112,0.5195669914413206,0.01792137570908159,0.8716,10.2,-14.52,83.86,0
241,1.4597745223292202,0.12360322095619053,0.020539546652423468,0.7814,11.74,-18.28,100.62,0
242,0.7460666115049385,0.07863652070205891,0.22755892120588117,0.7474,6.32,-13.05,46.83,0
243,1.0160878012571124,0.3750839388343007,0.02548024128744303,0.8536,9.62,-13.01,77.83,0
244,0.6116003682492267,0.4614052535879137,0.030264225413268064,0.8805,6.86,-11.48,51.55,0
245,1.1981897256099134,0.24842464982977436,0.15103578439181925,0.8137,10.47,-15.2,86.68,0
246,0.8941257771780975,0.4999315596829774,0.0008303538374002661,0.8747,9.2,-13.59,73.66,0
247,0.6120703709986975,1.0353174764890536,0.000616531255954067,0.8071,9.08,-22.4,72.46,0
248,1.008167355812875,0.5874024078086497,0.1665470805053189,0.8675,10.5,-15.62,87.06,0
249,0.9313270201464496,0.9366973650319012,0.4206018531074782,0.8102,11.29,-20.97,95.53,0
250,0.76034854341525,0.3869885291612758,0.12124142651416636,0.8625,7.75,-11.0,59.64,0
251,0.9798634005510651,0.8199100291905755,0.11412643773171027,0.8761,11.21,-19.3,94.72,0
252,0.8307357420548667,1.1164615411069805,0.024284644923479037,0.8418,11.14,-24.0,93.89,0
253,0.9607696052395662,0.8538696499161333,0.07522700577873703,0.8763,11.19,-19.76,94.41,0
254,0.5473740200054819,0.1658464459662369,0.45941159676534143,0.6081,5.12,-18.79,36.73,0
255,0.5092597818211234,0.2259863697736222,0.015641756450822275,0.8645,5.05,-6.88,36.22,0
256,0.6106294675622033,0.7441791439539555,0.12081945436954289,0.8461,8.02,-16.47,62.19,0
257,1.0692120504306768,0.7082344593193514,0.4247176665448895,0.8182,11.45,-21.26,97.28,0
258,0.5047413929118739,1.02404335121084,0.309559543213487,0.7342,8.24,-22.17,64.3,0
259,0.6627434861049576,0.9275248657623407,0.42774577089529286,0.7541,9.13,-20.23,72.94,0
260,0.7542634837541573,1.102552417083217,0.2272287151493289,0.8148,10.54,-23.72,87.45,0
261,1.1034244543333216,1.1815794403411723,0.18076803931959967,0.8603,13.56,-25.66,122.01,0
262,1.3131593458201127,0.38207894139415155,0.3996067611207455,0.7966,11.9,-22.19,102.34,0
263,1.1007339188626424,0.2596268342704817,0.2070130468946182,0.8117,9.81,-15.0,79.76,0
264,0.8176356343635617,0.09373007169643666,0.014917385049848741,0.7914,6.87,-10.57,51.67,0
265,0.8464786554071809,0.022840977380983896,0.08274387879088752,0.7589,6.8,-10.93,51.07,0
266,1.225183320850869,0.8497094828203055,0.36929019322869133,0.8461,13.21,-20.95,117.73,0
267,0.8171531711299788,1.0680233485412345,0.2969152740142238,0.817,10.91,-23.04,91.44,0
268,0.6260263417466265,0.17246239374664096,0.34654771346485075,0.7073,5.79,-15.88,42.36,0
269,0.6729439364420781,0.608751241898452,0.49588723796435535,0.7216,7.94,-20.72,61.43,0
270,0.5040076047333395,0.019895762277068307,0.49654229096525326,0.5035,4.12,-19.63,28.82,0
271,1.0846388341341655,0.15229197062221575,0.4486510998770468,0.7239,9.17,-22.06,73.35,0
272,1.3803803001276922,0.6434404957336503,0.3108960149303783,0.8462,13.53,-20.1,121.6,0
273,0.7731871915008763,0.06062363564640618,0.2972838044454322,0.7149,6.45,-15.4,47.94,0
274,0.794755193202763,0.7963452559924223,0.4181225884213006,0.7899,9.68,-19.21,78.44,0
275,0.5181605439143641,0.7148565296228728,0.11564026984342612,0.8302,7.16,-15.85,54.29,0
276,1.3738884979038013,0.30439740787419417,0.30538506661770914,0.8012,12.01,-19.89,103.67,0
277,1.0535408400896116,0.47539980007109867,0.33881038179989703,0.8199,10.38,-18.62,85.77,0
278,1.2257696347154339,0.6803253543832641,0.37921111859237705,0.8352,12.53,-21.0,109.59,0
279,1.4834170759929375,0.5031268654809661,0.25729152594276544,0.8366,13.68,-19.27,123.46,0
280,0.5124698779412132,0.955234267572454,0.2601150335229969,0.7584,8.05,-20.79,62.52,0
281,0.9079614303605652,0.11288635570727495,0.44482821083769863,0.6926,7.67,-20.76,58.94,0
