trial,s_trending,s_volatile,s_crash,sharpe,sortino,cagr,max_dd,cum_ret
261,0.6034244543333215,1.4769743004264655,0.18076803931959967,0.5803,0.8235,8.9,-32.26,70.63
262,0.8131593458201128,0.47759867674268947,0.3996067611207455,0.6551,0.9364,10.25,-30.74,84.35
263,0.6007339188626425,0.32453354283810215,0.2070130468946182,0.6535,0.9329,10.57,-32.11,87.77
264,0.3176356343635617,0.11716258962054582,0.014917385049848741,0.6549,0.934,11.01,-33.53,92.46
265,0.3464786554071809,0.02855122172622987,0.08274387879088752,0.6629,0.9464,11.11,-33.11,93.63
266,0.7251833208508688,1.062136853525382,0.36929019322869133,0.6187,0.881,9.47,-31.02,76.36
267,0.31715317112997876,1.3350291856765433,0.2969152740142238,0.5976,0.8481,9.26,-31.91,74.28
268,0.12602634174662652,0.2155779921833012,0.34654771346485075,0.6695,0.9553,11.02,-31.84,92.56
269,0.17294393644207806,0.760939052373065,0.49588723796435535,0.6457,0.9195,10.2,-30.92,83.88
270,0.004007604733339498,0.024869702846335384,0.49654229096525326,0.6876,0.9825,11.36,-31.12,96.27
271,0.5846388341341655,0.1903649632777697,0.4486510998770468,0.6749,0.9657,10.78,-30.72,89.98
272,0.8803803001276922,0.8043006196670628,0.3108960149303783,0.6307,0.8995,9.76,-31.19,79.25
273,0.27318719150087634,0.07577954455800773,0.2972838044454322,0.6735,0.9622,11.12,-31.96,93.67
274,0.294755193202763,0.9954315699905278,0.4181225884213006,0.6267,0.8914,9.79,-31.23,79.61
275,0.018160543914364058,0.893570662028591,0.11564026984342612,0.6162,0.8748,10.04,-33.29,82.23
276,0.8738884979038014,0.3804967598427427,0.30538506661770914,0.6537,0.9346,10.33,-31.23,85.18
277,0.5535408400896115,0.5942497500888734,0.33881038179989703,0.6473,0.9233,10.25,-31.4,84.37
278,0.7257696347154339,0.8504066929790802,0.37921111859237705,0.6332,0.9027,9.79,-30.96,79.56
279,0.9834170759929376,0.6289085818512077,0.25729152594276544,0.6359,0.9078,9.92,-31.4,80.9
280,0.012469877941213237,1.1940428344655676,0.2601150335229969,0.6049,0.8579,9.61,-32.47,77.81
281,0.4079614303605652,0.1411079446340937,0.44482821083769863,0.6782,0.9699,10.96,-30.95,91.91
282,0.39500724004055643,1.0238723973138306,0.07468707818407538,0.6052,0.8597,9.66,-33.1,78.3
283,0.9615496295410325,0.26766264273274637,0.09977099644974519,0.6457,0.9227,10.39,-32.34,85.89
284,0.8589828605577138,1.3688741162128968,0.1060737037616507,0.5817,0.8262,8.92,-32.4,70.82
285,0.4698008881748279,1.1002423568442448,0.4391828669054008,0.6211,0.8837,9.55,-30.91,77.18
286,0.3790526950373052,0.7755292302741439,0.37085820525986746,0.6381,0.9088,10.07,-31.41,82.53
287,0.7311359766527954,1.1744401950391272,0.2849669093207632,0.6062,0.8623,9.29,-31.51,74.56
288,0.10461509680477521,1.35595993631706,0.4327862696605141,0.6035,0.8562,9.34,-31.37,75.08
289,0.798097435818333,0.14979371574109424,0.1021986835407146,0.6539,0.9346,10.66,-32.49,88.73
290,0.7436003651076519,0.03471014187291965,0.4896123168536398,0.6837,0.9801,10.88,-30.29,91.06
291,0.3771446803556807,1.0789688005362355,0.44378554424402167,0.6228,0.8859,9.63,-30.99,77.96
292,0.39462988815008226,0.47869873289949905,0.30437056444912336,0.6524,0.9304,10.5,-31.78,86.99
293,0.5809893737480507,0.6137099664371957,0.3008873779338542,0.6437,0.918,10.2,-31.59,83.88
294,0.9353813695664948,0.7014603849398947,0.09837109037531566,0.6226,0.8876,9.83,-32.37,80.03
295,0.3772059828830039,0.5911604738896779,0.06555434651310993,0.6316,0.899,10.31,-33.17,85.02
296,0.1628715005545549,1.0268431100905158,0.16973887710445135,0.6109,0.8673,9.78,-32.82,79.55
297,0.9548983918558076,0.36539511803791114,0.04946225255241116,0.6375,0.9102,10.26,-32.64,84.5
298,0.7535045630002579,1.3215540778768051,0.13905667843574393,0.5876,0.8347,9.05,-32.33,72.1
299,0.20208810164547797,0.27864920230663076,0.26100615068325617,0.6614,0.9433,10.88,-32.25,91.13
